,speaker,text,timestamp,clean_text
408,Joscha Bach," And now imagine that you take these components of the protocol apart and you do it in some sense like communities within this social network. And these communities are allowed to mix and match their protocols and design new ones. So, for instance, the UI and the UX can be defined by the community. The rules for sharing content across communities can be defined. The monetization can be redefined. The way you reward individual users for what, can be redefined. The way users can represent themselves to each other can be redefined and...",1900-01-01 01:39:59,imagine take component protocol apart sense like community within social network community allowed mix match protocol design new one instance ui ux defined community rule sharing content across community defined monetization redefined way reward individual user redefined way user represent redefined
409,Lex Fridman, But who could be redefiner? So can individual human beings build enough intuition to redefine those things?,1900-01-01 01:40:31,could redefiner individual human being build enough intuition redefine thing
410,Joscha Bach," This itself can become part of the protocol. So, for instance, it could be in some communities it will be a single person that comes up with these things and other it's a group of friends. Some might implement a voting scheme that has some interesting weighted voting. Who knows? Who knows what will be the best self organizing principle for this?",1900-01-01 01:40:36,become part protocol instance could community single person come thing group friend might implement voting scheme interesting weighted voting know know best self organizing principle
411,Lex Fridman," But the process can't be automated. I mean, it seems like the brain...",1900-01-01 01:40:53,process automated mean seems like brain
412,Joscha Bach," It can be automated, so people can write software for this. And eventually the idea is: let's not make an assumption about this thing if you don't know what the right solution is. In those areas that you have no idea whether the right solution will be people designing this ad hoc, or machines doing this, whether you want to enforce compliance by social norms like Wikipedia, or with software solutions, or with A.I. that goes through the posts of people, or with a legal principle and so on - this is something maybe you need to find out.",1900-01-01 01:40:56,automated people write software eventually idea let make assumption thing know right solution area idea whether right solution people designing ad hoc machine whether want enforce compliance social norm like wikipedia software solution go post people legal principle something maybe need find
413,Joscha Bach," And so the idea would be, if you let the communities evolve.. And you just control it in such a way that you are incentivizing the more sentient communities, the ones that produce the most interesting behaviors and that allow you to interact in the most helpful ways to the individuals, right? So you have a network that gives you information that is relevant to you. It helps you to maintain relationships to others in healthy ways. It allows you to build teams.",1900-01-01 01:41:27,idea would let community evolve control way incentivizing sentient community one produce interesting behavior allow interact helpful way individual right network give information relevant help maintain relationship others healthy way allows build team
414,Joscha Bach," It allows you to basically to bring the best of you into this thing and goes into a coupling, into a relationship with others in which you produce things that you would be unable to produce alone.",1900-01-01 01:41:54,allows basically bring best thing go coupling relationship others produce thing would unable produce alone
415,Lex Fridman," Yes, beautifully put. So but the key process of that with incentives and evolution is things that don't adapt themselves to effectively get the incentives have to die. And the thing about social media is communities that are unhealthy or whatever you want to define as the incentives really don't like dying. One of the things that people really get aggressive... Protests aggressively is when they're censored, especially in America. I don't know... I don't know much about the rest of the world, but the idea of freedom of speech, the idea of censorship is really painful in America. And so. What yeah, what do you think about that, having grown up in East Germany? What... Do you think censorship is an important tool in our brain, in the intelligence and in the social networks? So basically, if you're not a good member of the entirety of the system, you should be blocked away, locked away, blocked?",1900-01-01 01:42:03,yes beautifully put key process incentive evolution thing adapt effectively get incentive die thing social medium community unhealthy whatever want define incentive really like dying one thing people really get aggressive protest aggressively censored especially america know know much rest world idea freedom speech idea censorship really painful america yeah think grown east germany think censorship important tool brain intelligence social network basically good member entirety system blocked away locked away blocked
416,Joscha Bach," An important thing is, who decides that you are a good member?",1900-01-01 01:43:12,important thing decides good member
417,Lex Fridman, who... Is it distributed or... ?,1900-01-01 01:43:15,distributed
418,Joscha Bach," And what is the outcome of the process that decides it? Both for the individual and for society at large. For instance, if you have a high trust society, you don't need a lot of surveillance. And the surveillance is even in some sense undermining trust.",1900-01-01 01:43:17,outcome process decides individual society large instance high trust society need lot surveillance surveillance even sense undermining trust
419,Lex Fridman, Yeah.,1900-01-01 01:43:32,yeah
420,Joscha Bach, Because it's basically punishing people that look suspicious when surveyed but do the right thing anyway. And the opposite: if you have a low trust society and then surveillance can be a better trade off.,1900-01-01 01:43:32,basically punishing people look suspicious surveyed right thing anyway opposite low trust society surveillance better trade
421,Joscha Bach," And the US is currently making the transition from a relatively high-trust or mixed-trust society to a low-trust society. So surveillance will increase. Another thing is that beliefs are not just inert representations. They are implementations that run code on your brain and change your reality and change the way you interact with each other, at some level. And some of the beliefs are just public opinions that we used to display our alignment. So, for instance, people might say all cultures have... are the same and equally good. But still, they prefer to live in some cultures over others, very, very strongly so. And it turns out that their cultures are defined by certain rules of interaction, and these rules of interaction lead to different results when you implement them, right? So if you adhere to certain rules, you get different outcomes in different societies. And this all leads to very tricky situations when people do not have a commitment to a shared purpose. And our societies probably need to rediscover what it means to have a shared purpose and how to make this compatible with a non-totalitarian view. So in some sense, the US is caught in a conundrum between totalitarianism and diversity and doesn't [know] to how to resolve this and the solutions that the U.S. has found so far are very crude because it's a very young society that is also under a lot of tension.",1900-01-01 01:43:45,u currently making transition relatively high trust mixed trust society low trust society surveillance increase another thing belief inert representation implementation run code brain change reality change way interact level belief public opinion used display alignment instance people might say culture equally good still prefer live culture others strongly turn culture defined certain rule interaction rule interaction lead different result implement right adhere certain rule get different outcome different society lead tricky situation people commitment shared purpose society probably need rediscover mean shared purpose make compatible non totalitarian view sense u caught conundrum totalitarianism diversity know resolve solution u found far crude young society also lot tension
422,Joscha Bach, So it seems to me that the US will have to reinvent itself.,1900-01-01 01:45:05,seems u reinvent
423,Lex Fridman," What do you think? Just the... Philosophising. What kind of mechanisms of government do you think we as a species should be evolving with, US or broadly, what do you think will work well? As a system. Of course, we don't know, it all seems to work pretty crappy, some things worse than others. Some people argue that communism is the best. Others say, yeah, look at the Soviet Union. Some people argue that anarchy is the best and then completely discarding the positive effects of government. You know, there's a lot of arguments. US seems to be doing pretty damn well in the span of history. There's respect for human rights, which seems to be a nice feature, not a bug. And economically, a lot of growth, a lot of technological development. People seem to be relatively kind on the grand scheme of things. Well, what lessons do you draw from that? What kind of government system do you think is good?",1900-01-01 01:45:08,think philosophising kind mechanism government think specie evolving u broadly think work well system course know seems work pretty crappy thing worse others people argue communism best others say yeah look soviet union people argue anarchy best completely discarding positive effect government know lot argument u seems pretty damn well span history respect human right seems nice feature bug economically lot growth lot technological development people seem relatively kind grand scheme thing well lesson draw kind government system think good
424,Joscha Bach," Ideally, governments should not be perceivable, right? It should be frictionless. The more you notice the influence of the government, the more friction you experience, the less effective and efficient the government probably is. Right? So a government, game theoretically, is an agent that imposes an offset on your payout metrics to make your Nash equilibrium compatible with the common good. Right? So you have these situations where people act on the local incentives and these local incentives, everybody does the thing that's locally the best for them. But the global outcome is not good. And this is even the case when people care about the global outcome because a regulation mechanism exists that creates a causal relationship between what I want to have for the global good and what I do. So, for instance, if I think that we should fly less and I stay at home, there's not a single plane that is going to not start because of me. Right? It's not going to have an influence, but I don't get from A to B. So the way to implement this would be to have a government that is sharing this idea that we should fly less and is then imposing a regulation that, for instance, makes flying more expensive and gives incentives for inventing other forms of transportation that are less... putting less strain on the environment, for instance.",1900-01-01 01:46:10,ideally government perceivable right frictionless notice influence government friction experience le effective efficient government probably right government game theoretically agent imposes offset payout metric make nash equilibrium compatible common good right situation people act local incentive local incentive everybody thing locally best global outcome good even case people care global outcome regulation mechanism exists creates causal relationship want global good instance think fly le stay home single plane going start right going influence get b way implement would government sharing idea fly le imposing regulation instance make flying expensive give incentive inventing form transportation le putting le strain environment instance
425,Lex Fridman," So there's so much optimism in so many things you describe. And yet there's the pessimism of you think our civilization is going to come to an end. So that's not a 100 percent probability. Nothing in this world is. So what's the trajectory out of self-destruction, do you think?",1900-01-01 01:47:29,much optimism many thing describe yet pessimism think civilization going come end percent probability nothing world trajectory self destruction think
426,Joscha Bach," I suspect that in some sense we are both too smart and not smart enough. Which means we are very good at solving near-term problems. And at the same time, we are unwilling to submit to the imperatives of... that we would have to follow in if you want to stick around.",1900-01-01 01:47:46,suspect sense smart smart enough mean good solving near term problem time unwilling submit imperative would follow want stick around
427,Lex Fridman, Right.,1900-01-01 01:48:02,right
428,Joscha Bach," So that makes it difficult. If you were unable to solve everything technologically, you can probably understand how high the child mortality needs to be to absorb the mutation rate and how high the mutation mutation rate needs to be to adapt to a slowly changing ecosystemic environment. Right? So you could in principle compute all these things game theoretically and adapt to it. But if you cannot do this because you are like me and you have children, you don't want them to die, you will use any kind of medical information to keep child mortality low, even if it means that our... within a few generations we have enormous genetic drift and most of us have allergies as a result of not being adapted because of the changes that we made to our food supply.",1900-01-01 01:48:02,make difficult unable solve everything technologically probably understand high child mortality need absorb mutation rate high mutation mutation rate need adapt slowly changing ecosystemic environment right could principle compute thing game theoretically adapt cannot like child want die use kind medical information keep child mortality low even mean within generation enormous genetic drift u allergy result adapted change made food supply
429,Lex Fridman," That's for now. I say technologically speaking, which is a very, very, very young, you know, 300 years industrial revolution, we are very new to this idea. So you're attached to your kids being alive and not being murdered for the greater good of society. But that might be a very temporary moment of time.",1900-01-01 01:48:44,say technologically speaking young know year industrial revolution new idea attached kid alive murdered greater good society might temporary moment time
430,Joscha Bach, Yes.,1900-01-01 01:48:59,yes
431,Lex Fridman," That we might we might evolve. And I think it's ...So like you said, we're... We're both smart and not smart enough,",1900-01-01 01:49:00,might might evolve think like said smart smart enough
432,Joscha Bach," We are probably not the first human civilization that has discovered technology that allows to efficiently overgraze our resources. And this overgrazing is, I think, at some point, we think we can compensate this, because if we have eaten all the rice, we will find a way to grow mushrooms. Right. But it could also be that the ecosystems tip. And so what really concerns me is not so much the end of the civilization because we will invent a new one.",1900-01-01 01:49:07,probably first human civilization discovered technology allows efficiently overgraze resource overgrazing think point think compensate eaten rice find way grow mushroom right could also ecosystem tip really concern much end civilization invent new one
433,Joscha Bach," But what concerns me is the fact that, for instance, the oceans might tip. So, for instance, maybe the plankton dies because of ocean acidification and cyanobacteria take over and as a result, we can no longer breathe the atmosphere. This would be really concerning. So basically major reboot of most complex organisms on Earth. And I think this is a possibility. I don't know if what the percentage for this possibility is, but it doesn't seem to be outlandish to me. If you look at the scale of the changes that we've already triggered on this planet and so Danny Hillis suggests that, for instance, we maybe able to put chalk into the stratosphere to limit solar radiation. Maybe it works, maybe this is sufficient to counter the effects of what we've done.",1900-01-01 01:49:32,concern fact instance ocean might tip instance maybe plankton dy ocean acidification cyanobacteria take result longer breathe atmosphere would really concerning basically major reboot complex organism earth think possibility know percentage possibility seem outlandish look scale change already triggered planet danny hillis suggests instance maybe able put chalk stratosphere limit solar radiation maybe work maybe sufficient counter effect done
434,Joscha Bach," Maybe it won't be maybe we won't be able to implement it by the time it's prevalent. I have no idea how the future is going to play out in this regard. It's just, uh, I think it's quite likely that we cannot continue like this. All our cousins species, the other hominids are gone.",1900-01-01 01:50:15,maybe maybe able implement time prevalent idea future going play regard uh think quite likely cannot continue like cousin specie hominid gone
435,Lex Fridman, So so the right step would be to what? To rewind... To rewind towards the industrial revolution and slow the.. so try to contain the technological process that leads to overconsumption of resources?,1900-01-01 01:50:31,right step would rewind rewind towards industrial revolution slow try contain technological process lead overconsumption resource
436,Joscha Bach," Um, imagine you get to choose. You have one lifetime.",1900-01-01 01:50:48,um imagine get choose one lifetime
437,Joscha Bach, Yes.,1900-01-01 01:50:51,yes
438,Joscha Bach," You get born into a sustainable agricultural civilization, 300, maybe 400 million people on the planet, tops. Or before this, some kind of nomadic species like a million or two million. And so you don't meet new people unless you give birth to them. You cannot travel to other places in the world, there is no Internet, there is no interesting intellectual tradition that reaches considerably deep, so you would not discover Turing completeness probably, and so on. We wouldn't exist. And the alternative is you get born into an insane world. One that is doomed to die because it has just burned 100 million years worth of trees in a single century...",1900-01-01 01:50:51,get born sustainable agricultural civilization maybe million people planet top kind nomadic specie like million two million meet new people unless give birth cannot travel place world internet interesting intellectual tradition reach considerably deep would discover turing completeness probably exist alternative get born insane world one doomed die burned million year worth tree single century
439,Lex Fridman, Which one do you like?,1900-01-01 01:51:29,one like
440,Joscha Bach," I think I like this one. It's a very weird thing that when you find yourself on a Titanic and you see this iceberg and it looks like we are not going to miss it and a lot of people are in denial. And most of the counterarguments sound like denial to me. They don't seem to be rational arguments. And the other thing is we are born on this Titanic. Without this Titanic, we wouldn't have been born. We wouldn't be here. We wouldn't be talking. We wouldn't be on the Internet. We wouldn't do all the things that we enjoy. And we are not responsible for this happening. It's basically, if we had the choice, we would probably try to prevent it. But when we were born, we were never asked when we want to be born, in which society we want to be born, what incentive structures we want to be exposed to. We have relatively little agency in the entire thing. Humanity has relatively little agency in the whole thing. It's basically a giant machine, it's tumbling down a hill and everybody is frantically trying to push some buttons, nobody knows what these buttons are meaning, what they connect to. And most of them are not stopping this tumbling down the hill.",1900-01-01 01:51:31,think like one weird thing find titanic see iceberg look like going miss lot people denial counterargument sound like denial seem rational argument thing born titanic without titanic born talking internet thing enjoy responsible happening basically choice would probably try prevent born never asked want born society want born incentive structure want exposed relatively little agency entire thing humanity relatively little agency whole thing basically giant machine tumbling hill everybody frantically trying push button nobody know button meaning connect stopping tumbling hill
441,Lex Fridman," Is it possible that artificial intelligence will give us an escape latch somehow, so the... You know, there's a lot of worry about existential threats of of artificial intelligence, but what AI also allows and general forms of automation, allows the potential of extreme productivity growth that will also perhaps in a positive way, transform society that may allow us to inadvertently to return to the more to the same kind of ideals of closer to nature that's represented in Hunter-Gatherer societies. You know, that's not destroying the planet, that's not doing overconsumption and so on. I mean, generally speaking, do you have hope that I can help some?",1900-01-01 01:52:29,possible artificial intelligence give u escape latch somehow know lot worry existential threat artificial intelligence ai also allows general form automation allows potential extreme productivity growth also perhaps positive way transform society may allow u inadvertently return kind ideal closer nature represented hunter gatherer society know destroying planet overconsumption mean generally speaking hope help
442,Joscha Bach," I think it's not fun to be very close to nature until you completely subdue nature. So our idea of being close to nature means being close to agriculture. Basically, the forests that don't have anything in them that eats us.",1900-01-01 01:53:23,think fun close nature completely subdue nature idea close nature mean close agriculture basically forest anything eats u
443,Joscha Bach," See, I mean, I want to disagree with that. I, I think the niceness of being close to nature is to being fully present in like... Once survival becomes your primary, not just your goal, but your whole existence.",1900-01-01 01:53:39,see mean want disagree think niceness close nature fully present like survival becomes primary goal whole existence
444,Joscha Bach, Mm hmm.,1900-01-01 01:53:56,mm hmm
445,Joscha Bach," It... I mean, that is a... I'm not just romanticizing. I can just speak for myself. I am self-aware enough that that is a... That is a fulfilling existence and one that's very",1900-01-01 01:53:57,mean romanticizing speak self aware enough fulfilling existence one
446,Joscha Bach," I prefer to be in nature and not fight for my survival. I think fighting in your surviv... for your survival while being in the cold and in the rain and being hunted by animals and having open wounds, is very unpleasant.",1900-01-01 01:54:12,prefer nature fight survival think fighting surviv survival cold rain hunted animal open wound unpleasant
447,Joscha Bach," Well, there's a contradiction in there. Yes, I and you, just as you said, would not choose it. But if I was forced into it, it would be a fulfilling existence...",1900-01-01 01:54:24,well contradiction yes said would choose forced would fulfilling existence
448,Joscha Bach," Yes, if you are adapted to it. Basically, if your brain is wired up in such a way that you get rewards optimally in such an environment and there is some evidence for this that for a certain degree of complexity, basically people are more happy in such an environment because it's what you largely have evolved for. In between we had a few thousand years in which, I think, we have evolved for a slightly more comfortable environment. So there is probably something like an intermediate stage in which people would be more happy than they would be if they would have to fend for themselves in small groups in the forest and often die, versus something like this, where we now have basically a big machine, a big Mordor in which we run through concrete boxes and press buttons and machines and largely don't feel well cared for as the monkeys that we are.",1900-01-01 01:54:36,yes adapted basically brain wired way get reward optimally environment evidence certain degree complexity basically people happy environment largely evolved thousand year think evolved slightly comfortable environment probably something like intermediate stage people would happy would would fend small group forest often die versus something like basically big machine big mordor run concrete box press button machine largely feel well cared monkey
449,Joscha Bach," So returning briefly to... Not briefly, but returning to AI what... Let me ask a romanticised question: What is the most beautiful to you, silly ape, the most beautiful or surprising idea in the development of artificial intelligence, whether in your own life or in the history of artificial intelligence that you've come across.",1900-01-01 01:55:29,returning briefly briefly returning ai let ask romanticised question beautiful silly ape beautiful surprising idea development artificial intelligence whether life history artificial intelligence come across
450,Joscha Bach," If you built an A.I., it probably can make models at an arbitrary degree of detail, right, of the world. And then it would try to understand its own nature. It's tempting to think that at some point when we have general intelligence, we have competitions where we will let the AIs wake up in different kinds of physical universes and we measure how many movements of the Rubik's Cube it takes until it's figured out what's going on in its universe. And what it is in its own nature and its own physics and so on. Right? So what if we exist in the memory of an AI that is trying to understand its own nature and remembers its own genesis and remembers Lex and Joshua sitting in the hotel room, sparking some of the ideas off that led to the development of general intelligence.",1900-01-01 01:55:50,built probably make model arbitrary degree detail right world would try understand nature tempting think point general intelligence competition let ai wake different kind physical universe measure many movement rubik cube take figured going universe nature physic right exist memory ai trying understand nature remembers genesis remembers lex joshua sitting hotel room sparking idea led development general intelligence
451,Lex Fridman, So we're a kind of simulation that's running in AI system is trying to understand itself.,1900-01-01 01:56:32,kind simulation running ai system trying understand
452,Joscha Bach," It's not that I believe that, but I think it's a beautiful idea.",1900-01-01 01:56:39,believe think beautiful idea
453,Lex Fridman," I mean, um. Yeah, you kind of return to this idea with the Turing test of intelligence being... of intelligence being the process of asking and answering what is intelligence? I mean, what? Why... Do you think there's there is an answer? Why is there such a search for an answer? So does there have to be like an answer, you just said an AI system that's trying to understand the why of what... You know, understand itself. Is that a fundamental process of greater and greater complexity, greater greater intelligence, is the continuous trying of understanding itself?",1900-01-01 01:56:45,mean um yeah kind return idea turing test intelligence intelligence process asking answering intelligence mean think answer search answer like answer said ai system trying understand know understand fundamental process greater greater complexity greater greater intelligence continuous trying understanding
454,Joscha Bach," No, I think you will find that most people don't care about that. Because they're well adjusted enough to not care. And the reason why people like you and me who care about it probably has to do with the need to understand ourselves. It's because we are in fundamental disagreement with the universe, that we wake up in. I look down on me and I see, oh, my God, I'm caught in a monkey. What's that?",1900-01-01 01:57:31,think find people care well adjusted enough care reason people like care probably need understand fundamental disagreement universe wake look see oh god caught monkey
455,Lex Fridman," Right. Thats the feeling, right?",1900-01-01 01:57:53,right thats feeling right
456,Joscha Bach, Some people are unhappy with the government and I'm unhappy with the entire universe that I find myself in.,1900-01-01 01:57:54,people unhappy government unhappy entire universe find
457,Lex Fridman," So you don't think that's a fundamental aspect of human nature, that some people are just suppressing, that they wake up shocked, they're in the body of a monkey?",1900-01-01 01:57:59,think fundamental aspect human nature people suppressing wake shocked body monkey
458,Joscha Bach," No, there is a clear adaptive value to not be confused by that and by...",1900-01-01 01:58:08,clear adaptive value confused
459,Lex Fridman," Well, no, that's not what I asked. So so you have to clear adaptive value then there's clear adaptive value to, while fundamental, your brain is confused by that by creating an illusion, another layer of the narrative that says, you know, that tries to suppress that and instead say that, you know, what's going on with the government right now is the most important thing. What's going on with my football team is the most important thing.",1900-01-01 01:58:14,well asked clear adaptive value clear adaptive value fundamental brain confused creating illusion another layer narrative say know try suppress instead say know going government right important thing going football team important thing
460,Lex Fridman," But it seems to me.... the... Like for me was a really interesting moment reading Ernest Becker's Denial of Death that, you know, this kind of idea that we're all, you know, the fundamental thing from which most of our human mind springs is this fear of immortality, of being cognizant of your mortality and the fear of that mortality. And then you construct illusions on top of that. I guess I'm... You being ...Just to push on it, you really don't think it's possible that this worry of the big existential questions is actually fundamental as far as the existentialist thought to our existence?",1900-01-01 01:58:41,seems like really interesting moment reading ernest becker denial death know kind idea know fundamental thing human mind spring fear immortality cognizant mortality fear mortality construct illusion top guess push really think possible worry big existential question actually fundamental far existentialist thought existence
461,Joscha Bach," No, I think that the fear of death only plays a role as long as you don't see the big picture. The thing is that minds are software states, right? Software doesn't have identity. Software in some sense is a physical law.",1900-01-01 01:59:30,think fear death play role long see big picture thing mind software state right software identity software sense physical law
462,Lex Fridman, But if... hold on a second...but it... Uh...,1900-01-01 01:59:42,hold second uh
463,Joscha Bach," ...Right software...,",1900-01-01 01:59:43,right software
464,Lex Fridman, but it feels like there's an identity. I thought that was the... For this particular piece of software and then narrative it tells that's a fundamental property of it. Assigning it ...,1900-01-01 01:59:45,feel like identity thought particular piece software narrative tell fundamental property assigning
465,Joscha Bach," The maintenance of the identity is not terminal, it's instrumental to something else. You maintain your identity so you can serve your meaning. So you can do the things that you're supposed to do before you die. And I suspect that for most people, the fear of death is the fear of dying before they are done with the things that they feel they have to do, even though they cannot quite put their finger on it what it is, what that is.",1900-01-01 01:59:54,maintenance identity terminal instrumental something else maintain identity serve meaning thing supposed die suspect people fear death fear dying done thing feel even though cannot quite put finger
466,Lex Fridman," Right. But in the software world, the return to the question, then what happens after we die? So because...",1900-01-01 02:00:15,right software world return question happens die
467,Joscha Bach, Why would you care? You will not be longer there. The point of dying is that you are gone.,1900-01-01 02:00:27,would care longer point dying gone
468,Lex Fridman," Well, maybe I'm not. This is what, you know... It seems like there's so much... In the idea that this is just... The mind is just a simulation that's constructing a narrative around some particular aspects of the quantum mechanical wavefunction world that we can't quite get direct access to... Then, like the idea of mortality seems to be a little fuzzy as well. It doesn't... Maybe there's not a clear end ...",1900-01-01 02:00:31,well maybe know seems like much idea mind simulation constructing narrative around particular aspect quantum mechanical wavefunction world quite get direct access like idea mortality seems little fuzzy well maybe clear end
469,Joscha Bach, The fuzzy idea is the one of continuous existence. We don't have continuous existence.,1900-01-01 02:01:03,fuzzy idea one continuous existence continuous existence
470,Lex Fridman, How do you know that? Like that...,1900-01-01 02:01:07,know like
471,Joscha Bach, Because it's not computable.,1900-01-01 02:01:09,computable
472,Lex Fridman, 'Cause you're saying it's ...,1900-01-01 02:01:12,saying
473,Joscha Bach," There is no continuous process. The only thing that binds you together with the Lex Fridman from yesterday is the illusion that you have memories about him. So if you want to upload, it's very easy: you make a machine that thinks it's you. Because it's the same thing that you are: you are a machine that thinks it's you.",1900-01-01 02:01:13,continuous process thing bind together lex fridman yesterday illusion memory want upload easy make machine think thing machine think
474,Lex Fridman, But that's... that's more that's immortality.,1900-01-01 02:01:26,immortality
475,Joscha Bach," Yeah, but it's just a belief you can create this belief very easily once you realize that the question whether you are immortal or not depends entirely on your beliefs in your own continuity.",1900-01-01 02:01:29,yeah belief create belief easily realize question whether immortal depends entirely belief continuity
476,Lex Fridman, But then then then then you can be immortal by the continuity of the belief.,1900-01-01 02:01:40,immortal continuity belief
477,Joscha Bach," You cannot be immortal, but you can stop being afraid of your mortality because you realize you will never continuously exist in the first place.",1900-01-01 02:01:45,cannot immortal stop afraid mortality realize never continuously exist first place
478,Joscha Bach, What I don't know if I'd be more terrified or less terrified by that. It seems like the fact that I existed.,1900-01-01 02:01:54,know terrified le terrified seems like fact existed
479,Joscha Bach," So you don't know the state in which you don't have a self. You can turn off your self, you know.",1900-01-01 02:02:00,know state self turn self know
480,Lex Fridman, I can't turn off myself,1900-01-01 02:02:05,turn
481,Joscha Bach," you can turn it off, you can turn it off.",1900-01-01 02:02:07,turn turn
482,Lex Fridman, I can.,1900-01-01 02:02:08,
483,Joscha Bach," Yes, and you can basically meditate yourself in a state where you are still conscious. There's still things are happening. Where you know everything that you knew before, but you're no longer identified with changing anything. And this means that your self, in a way, dissolves.",1900-01-01 02:02:09,yes basically meditate state still conscious still thing happening know everything knew longer identified changing anything mean self way dissolve
484,Joscha Bach," There is no longer this person. You know, that this person construct exists and other states and it runs on this brain of Lex Fridman. But it's not a real thing. It's a construct. It's an idea. And you can change that idea. And if you let go of this idea, if you don't think that you are special, you realize it's just one of many people and it's not your favorite person even. Right? It's just one of many.",1900-01-01 02:02:24,longer person know person construct exists state run brain lex fridman real thing construct idea change idea let go idea think special realize one many people favorite person even right one many
485,Joscha Bach," And it's the one that you are doomed to control for the most part. And that is basically informing the actions of this organism as a control model. And this is all there is. And you are somehow afraid that this control model gets interrupted, or loses the identity of continuity.",1900-01-01 02:02:47,one doomed control part basically informing action organism control model somehow afraid control model get interrupted loses identity continuity
486,Joscha Bach," Yea, so I'm attached...I mean, yeah, there is a very popular... It's somehow a compelling notion that being being attached, like there's no need to be attached to this idea of an identity. But that in itself could be a, an illusion that you can structure the process of meditation, while popular, is thought of as getting under the concept of identity. It could be just putting a cloak over it, just telling it to be quiet for the moment, you know?",1900-01-01 02:03:04,yea attached mean yeah popular somehow compelling notion attached like need attached idea identity could illusion structure process meditation popular thought getting concept identity could putting cloak telling quiet moment know
487,Joscha Bach," I think that meditation is eventually just a bunch of techniques that let you control attention. And when you can control the attention, you can get access to your own source code. Hopefully not before you understand what you were doing. And then you can change the way it works, temporarily or permanently.",1900-01-01 02:03:38,think meditation eventually bunch technique let control attention control attention get access source code hopefully understand change way work temporarily permanently
488,Joscha Bach," So, yeah, meditation's get a glimpse at the source code, get under basically control or",1900-01-01 02:03:54,yeah meditation get glimpse source code get basically control
489,Joscha Bach, The entire thing is that you learn to control attention. So everything else is downstream from controlling attention.,1900-01-01 02:03:59,entire thing learn control attention everything else downstream controlling attention
490,Lex Fridman, and control the attention that's looking at the attention.,1900-01-01 02:04:05,control attention looking attention
491,Joscha Bach," Normally we only get attention in the parts of our mind that create heat, where you have a mismatch between model and the results that are happening. And so most people are not self-aware because their control is too good. If everything works out roughly the way you want and the only things that don't work out is whether your football team wins, then you will mostly have models about these domains. And it's only when, for instance, your fundamental relationships to the world around you don't work because the ideology of your country is insane and the other kids are not nerds and don't understand why you understand physics and you don't know why you want to understand physics and you don't understand why somebody would not want to understand physics.",1900-01-01 02:04:08,normally get attention part mind create heat mismatch model result happening people self aware control good everything work roughly way want thing work whether football team win mostly model domain instance fundamental relationship world around work ideology country insane kid nerd understand understand physic know want understand physic understand somebody would want understand physic
492,Lex Fridman," So we've kind of brought up neurons in the brain as Reinforcement Learning agents. And there's been some successes, as you brought up with Go with Alpha Go, Alpha Zero, with ideas of self play, which I think are incredibly interesting ideas of systems playing each other and in an automated way, to improve by playing other systems of in a particular construct of a game that are a little bit better than itself and thereby improving continuously. All the competitors in the game are improving gradually. So being just challenging enough and learning from the process of the competition. Do you have hope for that reinforcement learning process to achieve greater and greater level of intelligence? So we talked about different ideas in AI that we need to be solved. Is RL a part of that process of trying to create an AGI system? So what do you think?",1900-01-01 02:04:48,kind brought neuron brain reinforcement learning agent success brought go alpha go alpha zero idea self play think incredibly interesting idea system playing automated way improve playing system particular construct game little bit better thereby improving continuously competitor game improving gradually challenging enough learning process competition hope reinforcement learning process achieve greater greater level intelligence talked different idea ai need solved rl part process trying create agi system think
493,Joscha Bach," Basically forms of unsupervised learning, but there are many algorithms that can achieve that. And I suspect that, ultimately, the algorithms that work, there will be a class of them or many of them, and they might have small differences of like magnitude and efficiency. But eventually what matters is the type of model that you form. And the types of models that we form right now are not sparse enough.",1900-01-01 02:05:45,basically form unsupervised learning many algorithm achieve suspect ultimately algorithm work class many might small difference like magnitude efficiency eventually matter type model form type model form right sparse enough
494,Lex Fridman, Sparse... What does it mean to be sparse?,1900-01-01 02:06:10,sparse mean sparse
495,Joscha Bach," It means that ideally every potential model-state should correspond to a potential world state. So basically, if you vary states and your model, you always end up with valid world states and our mind is not quite there. So an indication is basically what we see in dreams. The older we get, the more boring our dreams become because we incorporate more and more constraints that we learned about how the world works. So many of the things that we imagine to be possible as children turn out to be constrained by physical and social dynamics.",1900-01-01 02:06:12,mean ideally every potential model state correspond potential world state basically vary state model always end valid world state mind quite indication basically see dream older get boring dream become incorporate constraint learned world work many thing imagine possible child turn constrained physical social dynamic
496,Joscha Bach," And as a result, fewer and fewer things remain possible. Its not because our imagination scales back, but the constraints under which it operates become tighter and tighter. And so the constraints under which our neural networks operate are almost limitless, which means it's very difficult to get a neural network to imagine things that look real.",1900-01-01 02:06:45,result fewer fewer thing remain possible imagination scale back constraint operates become tighter tighter constraint neural network operate almost limitless mean difficult get neural network imagine thing look real
497,Lex Fridman, Right.,1900-01-01 02:07:05,right
